,Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%
15452,Luke Bowanko,2018,C,WAS,"$371,765",$0,"$296,472",0.002
15453,Albert McClellan,2018,OLB,NE,"$371,765",$0,"$296,471",0.002
15454,Phillip Gaines,2018,CB,CLE,"$296,471",$0,"$296,471",0.001
15455,Juston Burris,2018,CB,CLE,"$296,471",$0,"$296,470",0.001
15456,David Sharpe,2018,T,LV/OAK,"$293,824",$0,"$293,823",0.002
15457,Taquan Mizzell,2018,RB,CHI,"$293,824",$0,"$293,823",0.002
15458,Daniel Carlson,2018,K,LV/OAK,"$282,353",$0,"$282,352",0.002
15459,Jimmy Murray,2018,C,KC,"$282,350",$0,"$282,350",0.002
15460,Deon Yelder,2018,TE,KC,"$282,350",$0,"$282,350",0.002
15461,Jordan Franks,2018,TE,CIN,"$282,350",$0,"$282,350",0.002
15462,Marcell Ateman,2018,WR,LV/OAK,"$282,350",$0,"$282,350",0.002
15463,Nick Deluca,2018,ILB,JAX,"$282,350",$0,"$282,350",0.001
15464,David Amerson,2018,CB,ARI,"$278,824",$0,"$278,824",0.002
15465,Andre Smith,2018,RT,CIN,"$269,118",$0,"$269,117",0.001
15466,Obi Melifonwu,2018,S,NE,"$261,176",$0,"$261,176",0.001
15467,Isaac Asiata,2018,G,MIA,"$261,176",$0,"$261,176",0.002
15468,Jermaine Whitehead,2018,FS,CLE,"$261,176",$0,"$261,176",0.001
15469,Isaiah McKenzie,2018,WR,BUF,"$261,176",$0,"$261,176",0.001
15470,Matt Dayes,2018,RB,SF,"$261,176",$0,"$261,176",0.001
15471,Greg Mabin,2018,CB,SF,"$261,176",$0,"$261,176",0.001
15472,Davis Webb,2018,QB,NYJ,"$261,176",$0,"$261,176",0.001
15473,Ramon Humber,2018,OLB,NE,"$376,765",$0,"$259,413",0.001
15474,Kenjon Barner,2018,RB,CAR,"$325,294",$0,"$259,413",0.001
15475,Ben Koyack,2018,TE,JAX,"$259,413",$0,"$259,413",0.001
15476,Travaris Cadet,2018,RB,CAR,"$325,294",$0,"$259,412",0.001
15477,Gino Gradkowski,2018,C,DEN,"$325,297",$0,"$259,412",0.001
15478,Cairo Santos,2018,K,TB,"$325,294",$0,"$259,412",0.001
15479,Kevin Minter,2018,ILB,TB,"$259,412",$0,"$259,412",0.001
15480,Reuben Foster,2018,ILB,WAS,"$257,561",$0,"$257,561",0.001
15481,Pharaoh Brown,2018,TE,CLE,"$282,350",$0,"$254,824",0.001
15482,Deante Burton,2018,WR,HOU,"$254,115",$0,"$254,115",0.001
15483,Chad Beebe,2018,WR,MIN,"$254,115",$0,"$254,115",0.001
15484,Colby Gossett,2018,G,ARI,"$254,115",$0,"$254,115",0.001
15485,T.Y. McGill,2018,DT,LAC/SD,"$248,824",$0,"$248,823",0.001
15486,Corey Robinson,2018,LT,JAX,"$248,824",$0,"$248,823",0.001
15487,Josh Shaw,2018,CB,TB,"$248,824",$0,"$248,823",0.001
15488,Andre Holmes,2018,WR,DEN,"$235,294",$0,"$235,294",0.001
15489,Andy Jones,2018,WR,DET,"$228,529",$0,"$228,529",0.001
15490,Brandon Bell,2018,OLB,CIN,"$228,529",$0,"$228,529",0.001
15491,Tra Carson,2018,RB,GB,"$226,583",$0,"$226,583",0.001
15492,Zack Golditch,2018,G,ARI,"$225,880",$0,"$225,880",0.001
15493,Deandre Carter,2018,WR,HOU,"$225,880",$0,"$225,880",0.001
15494,Auden Tate,2018,WR,CIN,"$225,880",$0,"$225,880",0.001
15495,Michael Badgley,2018,K,LAC/SD,"$225,880",$0,"$225,880",0.001
15496,Robert Foster,2018,WR,BUF,"$225,880",$0,"$225,880",0.001
15497,Levi Wallace,2018,CB,BUF,"$225,880",$0,"$225,880",0.001
15498,Keith Kirkwood,2018,WR,NO,"$225,880",$0,"$225,880",0.001
15499,Kasim Edebali,2018,OLB,CIN,"$278,824",$0,"$222,354",0.001
15500,Christian Ringo,2018,DT,CIN,"$222,354",$0,"$222,354",0.001
15501,Josh Andrews,2018,C,IND,"$222,354",$0,"$222,354",0.001
15502,Jonathan Williams,2018,RB,IND,"$222,354",$0,"$222,354",0.001
15503,Mark Sanchez,2018,QB,WAS,"$322,941",$0,"$222,354",0.001
15504,Darian Thompson,2018,FS,DAL,"$222,353",$0,"$222,353",0.001
15505,Joe Barksdale,2018,RT,ARI,"$215,294",$0,"$215,294",0.001
15506,Skai Moore,2018,LB,IND,"$212,118",$0,"$212,118",0.001
15507,Will Redmond,2018,CB,GB,"$212,117",$0,"$212,117",0.001
15508,Chaz Green,2018,G,LV/OAK,"$207,355",$0,"$207,355",0.001
15509,Lorenzo Doss,2018,CB,CAR,"$207,355",$0,"$207,355",0.001
15510,Tom Savage,2018,QB,CIN,"$207,353",$0,"$207,353",0.001
15511,Emmanuel Moseley,2018,CB,SF,"$199,051",$0,"$199,051",0.001
15512,Michael Ford,2018,CB,DET,"$197,645",$0,"$197,645",0.001
15513,Brendan Langley,2018,CB,DEN,"$195,882",$0,"$195,882",0.001
15514,Quadree Henderson,2018,WR,NYG,"$191,470",$0,"$191,470",0.001
15515,Cassanova Mckinzy,2018,OLB,WAS,"$191,470",$0,"$191,470",0.001
15516,Bene Benwikere,2018,CB,LV/OAK,"$185,882",$0,"$185,882",0.001
15517,Kony Ealy,2018,DT,LV/OAK,"$185,882",$0,"$185,882",0.001
15518,Chandler Catanzaro,2018,K,CAR,"$185,882",$0,"$185,882",0.001
15519,Jamar Taylor,2018,CB,DEN,"$185,882",$0,"$185,882",0.001
15520,Thurston Armbrister,2018,OLB,ARI,"$185,295",$0,"$185,295",0.001
15521,Nicholas Grigsby,2018,ILB,DET,"$185,295",$0,"$185,295",0.001
15522,Eddie Pleasant,2018,FS,GB,"$232,353",$0,"$185,295",0.001
15523,Dan Vitale,2018,FB,GB,"$185,295",$0,"$185,295",0.001
15524,Darren Waller,2018,TE,LV/OAK,"$185,294",$0,"$185,294",0.001
15525,Matt Darr,2018,P,BUF,"$185,294",$0,"$185,294",0.001
15526,D.J. Swearinger,2018,FS,ARI,"$176,471",$0,"$176,470",0.001
15527,Gehrig Dieter,2018,WR,KC,"$169,412",$0,"$169,412",0.001
15528,Niles Scott,2018,DT,CIN,"$169,410",$0,"$169,410",0.001
15529,Keon Hatcher,2018,WR,LV/OAK,"$169,410",$0,"$169,410",0.001
15530,James Looney,2018,DT,GB,"$169,410",$0,"$169,410",0.001
15531,Corey Thompson,2018,LB,BUF,"$169,410",$0,"$169,410",0.001
15532,Jeff Wilson,2018,RB,SF,"$169,410",$0,"$169,410",0.001
15533,Denzelle Good,2018,RT,LV/OAK,"$165,882",$0,"$165,882",0.001
15534,Zac Kerin,2018,C,WAS,"$165,882",$0,"$165,882",0.001
15535,Darrell Daniels,2018,TE,ARI,"$163,235",$0,"$163,235",0.001
15536,Zane Gonzalez,2018,K,ARI,"$163,235",$0,"$163,235",0.001
15537,Will Holden,2018,T,ARI,"$163,235",$0,"$163,235",0.001
15538,Cameron Malveaux,2018,DE,ARI,"$163,235",$0,"$163,235",0.001
15539,Temarrick Hemingway,2018,TE,DEN,"$185,294",$0,"$163,235",0.001
15540,Kyle Kalis,2018,T,CLE,"$163,235",$0,"$163,235",0.001
15541,Jeremy Clark,2018,CB,NYJ,"$163,235",$0,"$163,235",0.001
15542,James Onwualu,2018,OLB,SF,"$163,235",$0,"$163,235",0.001
15543,Bobo Wilson,2018,WR,TB,"$163,235",$0,"$163,235",0.001
15544,Rees Odhiambo,2018,T,ARI,"$148,236",$0,"$148,236",0.001
15545,Jon Condo,2018,LS,ATL,"$238,824",$0,"$148,236",0.001
15546,Denzel Rice,2018,CB,BUF,"$148,236",$0,"$148,236",0.001
15547,Charcandrick West,2018,RB,KC,"$148,235",$0,"$148,235",0.001
15548,Josh Johnson,2018,QB,WAS,"$148,235",$0,"$148,235",0.001
15549,Joshua Kalu,2018,S,TEN,"$141,175",$0,"$141,175",0.001
15550,Isaiah Ford,2018,WR,MIA,"$141,175",$0,"$141,175",0.001
15551,Montrel Meander,2018,S,LV/OAK,"$141,175",$0,"$141,175",0.001
15552,Garrett Dickerson,2018,TE,NYG,"$141,175",$0,"$141,175",0.001
15553,Ryan Neal,2018,FS,ATL,"$141,175",$0,"$141,175",0.001
15554,C.J. Reavis,2018,S,JAX,"$141,175",$0,"$141,175",0.001
15555,Jeff Holland,2018,LB,DEN,"$141,175",$0,"$141,175",0.001
15556,Craig James,2018,CB,MIN,"$141,175",$0,"$141,175",0.001
15557,Benjamin Braden,2018,T,NYJ,"$141,175",$0,"$141,175",0.001
15558,Godwin Igwebuike,2018,S,SF,"$141,175",$0,"$141,175",0.001
15559,David Rivers III,2018,CB,TB,"$141,175",$0,"$141,175",0.001
15560,Austin Pasztor,2018,T,TEN,"$139,412",$0,"$139,411",0.001
15561,Kai Forbath,2018,K,JAX,"$139,412",$0,"$139,411",0.001
15562,Vontarrius Dora,2018,OLB,ARI,"$130,588",$0,"$130,588",0.001
15563,Eric Lee,2018,DE,DET,"$130,588",$0,"$130,588",0.001
15564,Jeremy McNichols,2018,RB,TEN,"$130,588",$0,"$130,588",0.001
15565,Kenny Ladler,2018,SS,NYG,"$130,588",$0,"$130,588",0.001
15566,Trey Edmunds,2018,RB,PIT,"$130,588",$0,"$130,588",0.001
15567,Adam Pankey,2018,T,GB,"$130,588",$0,"$130,588",0.001
15568,Bronson Kaufusi,2018,DE,NYJ,"$130,588",$0,"$130,588",0.001
15569,Colin Holba,2018,LS,SF,"$130,588",$0,"$130,588",0.001
15570,Pita Taumoepenu,2018,OLB,SF,"$130,588",$0,"$130,588",0.001
15571,Jalen Tolliver,2018,WR,ARI,"$112,940",$0,"$112,940",0.001
15572,Roderick Johnson,2018,T,HOU,"$112,940",$0,"$112,940",0.001
15573,Jalen Davis,2018,CB,MIA,"$112,940",$0,"$112,940",0.001
15574,Dylan Cantrell,2018,WR,LAC/SD,"$112,940",$0,"$112,940",0.001
15575,Mose Frazier,2018,WR,CAR,"$112,940",$0,"$112,940",0.001
15576,Taylor Hearn,2018,G,CAR,"$112,940",$0,"$112,940",0.001
15577,Justin Zimmer,2018,DT,ATL,"$112,940",$0,"$112,940",0.001
15578,Fadol Brown,2018,DE,GB,"$112,940",$0,"$112,940",0.001
15579,Kendall Donnerson,2018,OLB,GB,"$112,940",$0,"$112,940",0.001
15580,Natrell Jamerson,2018,S,GB,"$112,940",$0,"$112,940",0.001
15581,Mike Love,2018,DE,BUF,"$112,940",$0,"$112,940",0.001
15582,Da'Mari Scott,2018,WR,BUF,"$112,940",$0,"$112,940",0.001
15583,Daurice Fountain,2018,WR,IND,"$112,940",$0,"$112,940",0.001
15584,Bruce Hector,2018,DT,PHI,"$112,940",$0,"$112,940",0.001
15585,T.J. Green,2018,S,SEA,"$481,765",$0,"$111,177",0.001
15586,Marcus Williams,2018,CB,CHI,"$139,412",$0,"$111,176",0.001
15587,Jerome Cunningham,2018,TE,DET,"$97,941",$0,"$97,941",0.001
15588,Leo Koloamatangi,2018,T,DET,"$97,941",$0,"$97,941",0.001
15589,Vincent Valentine,2018,DT,ARI,"$97,941",$0,"$97,941",0.001
15590,Denver Kirkland,2018,G,LV/OAK,"$97,941",$0,"$97,941",0.001
15591,Xavier Woodson-Luster,2018,ILB,CLE,"$97,941",$0,"$97,941",0.0
15592,De'Angelo Henderson,2018,RB,NYJ,"$97,941",$0,"$97,941",0.001
15593,Dean Marlowe,2018,SS,BUF,"$97,941",$0,"$97,941",0.001
15594,B.J. Bello,2018,ILB,PHI,"$97,941",$0,"$97,941",0.001
15595,Daeshon Hall,2018,DE,PHI,"$97,941",$0,"$97,941",0.001
15596,Kyle Fuller,2018,C,WAS,"$97,941",$0,"$97,941",0.001
15597,J.J. Wilcox,2018,FS,IND,"$92,941",$0,"$92,941",0.001
15598,C.J. Anderson,2018,RB,LAR/STL,"$92,941",$0,"$92,941",0.001
15599,Trevon Young,2018,DE,LAR/STL,"$84,705","$6,866","$91,571",0.001
15600,Cole Wick,2018,TE,TEN,"$87,529",$0,"$87,529",0.0
15601,Andrew East,2018,LS,WAS,"$84,705",$0,"$84,705",0.001
15602,Matt Flanagan,2018,TE,WAS,"$84,705",$0,"$84,705",0.001
15603,Cameron Hunt,2018,G,LV/OAK,"$84,705",$0,"$84,705",0.001
15604,Emmanuel Ellerbee,2018,LB,SEA,"$84,705",$0,"$84,705",0.001
15605,Kyle Wilson,2018,LB,LAC/SD,"$84,705",$0,"$84,705",0.001
15606,Lyndon Johnson,2018,DE,JAX,"$84,705",$0,"$84,705",0.0
15607,Trey Marshall,2018,S,DEN,"$84,705",$0,"$84,705",0.001
15608,Nico Siragusa,2018,G,GB,"$84,705",$0,"$84,705",0.001
15609,Simmie Cobbs Jr.,2018,WR,NO,"$84,705",$0,"$84,705",0.001
15610,Ahmad Thomas,2018,S,IND,"$84,705",$0,"$84,705",0.0
15611,Tyree Robinson,2018,S,SF,"$84,705",$0,"$84,705",0.0
15612,Jamil Demby,2018,G,LAR/STL,"$84,705",$0,"$84,705",0.001
15613,Boston Scott,2018,RB,PHI,"$84,705",$0,"$84,705",0.001
15614,Tanner Hudson,2018,TE,TB,"$84,705",$0,"$84,705",0.0
15615,Keith Ford,2018,RB,BUF,"$84,705",$0,"$84,705",0.0
15616,Craig Mager,2018,CB,DEN,"$82,941",$0,"$82,941",0.0
15617,Kapri Bibbs,2018,RB,GB,"$82,941",$0,"$82,941",0.001
15618,Cole Madison,2018,G,GB,"$480,000","$81,082","$81,082",0.0
15619,Joshua Holsey,2018,CB,WAS,"$77,117",$0,"$77,117",0.0
15620,Ufomba Kamalu,2018,DE,NE,"$74,118",$0,"$74,118",0.0
15621,Gabe Wright,2018,DT,LV/OAK,"$74,118",$0,"$74,118",0.0
15622,Pharoh Cooper,2018,WR,ARI,"$74,118",$0,"$74,118",0.0
15623,Jeremy Langford,2018,RB,ATL,"$74,118",$0,"$74,118",0.0
15624,Emmanuel Lamur,2018,OLB,NYJ,"$74,118",$0,"$74,118",0.0
15625,Tyvis Powell,2018,S,SF,"$74,118",$0,"$74,118",0.0
15626,Anthony Lanier,2018,DE,LAC/SD,"$74,118",$0,"$74,117",0.0
15627,Harlan Miller,2018,CB,WAS,"$65,294",$0,"$65,294",0.0
15628,Victor Bolden,2018,WR,BUF,"$65,294",$0,"$65,294",0.0
15629,Darius Jackson,2018,RB,DAL,"$65,294",$0,"$65,294",0.0
15630,Maurice Smith,2018,S,MIA,"$65,294",$0,"$65,294",0.0
15631,Nigel Harris,2018,OLB,TEN,"$65,294",$0,"$65,294",0.0
15632,Jason Vander Laan,2018,TE,CAR,"$65,294",$0,"$65,294",0.0
15633,Darvin Kidsy,2018,WR,WAS,"$56,470",$0,"$56,470",0.0
15634,Timon Parris,2018,T,WAS,"$56,470",$0,"$56,470",0.0
15635,Jeremy Reaves,2018,S,WAS,"$56,470",$0,"$56,470",0.0
15636,John Atkins,2018,DT,DET,"$56,470",$0,"$56,470",0.0
15637,Chris Lacy,2018,WR,DET,"$56,470",$0,"$56,470",0.0
15638,Dee Virgin,2018,CB,DET,"$56,470",$0,"$56,470",0.0
15639,Chris Worley,2018,LB,CIN,"$56,470",$0,"$56,470",0.0
15640,Kendrick Norton,2018,DT,MIA,"$56,470",$0,"$56,470",0.0
15641,Paul Butler,2018,TE,LV/OAK,"$56,470",$0,"$56,470",0.0
15642,Kenneth Durden,2018,S,TEN,"$56,470",$0,"$56,470",0.0
15643,Rico Gafford,2018,CB,LV/OAK,"$56,470",$0,"$56,470",0.0
15644,Dallin Leavitt,2018,S,LV/OAK,"$56,470",$0,"$56,470",0.0
15645,Elijah Nkansah,2018,T,SEA,"$56,470",$0,"$56,470",0.0
15646,Bo Scarbrough,2018,RB,SEA,"$56,470",$0,"$56,470",0.0
15647,Kyle Allen,2018,QB,CAR,"$56,470",$0,"$56,470",0.0
15648,Chris Jones,2018,S,ARI,"$56,470",$0,"$56,470",0.0
15649,Lavon Coleman,2018,RB,GB,"$56,470",$0,"$56,470",0.0
15650,Allen Lazard,2018,WR,GB,"$56,470",$0,"$56,470",0.0
15651,Eric Smith,2018,T,NYJ,"$56,470",$0,"$56,470",0.0
15652,Anthony Wint,2018,LB,NYJ,"$56,470",$0,"$56,470",0.0
15653,Donnie Ernsberger,2018,TE,TB,"$56,470",$0,"$56,470",0.0
15654,Jeremiah Ledbetter,2018,DT,TB,"$56,470",$0,"$56,470",0.0
15655,Derek Newton,2018,RT,NO,"$53,824",$0,"$53,824",0.0
15656,Austin Davis,2018,QB,TEN,"$46,471",$0,"$46,470",0.0
15657,Marquis Flowers,2018,OLB,WAS,"$41,471",$0,"$41,470",0.0
15658,Josh Keyes,2018,ILB,HOU,"$41,471",$0,"$41,470",0.0
15659,Clive Walford,2018,TE,NYJ,"$41,471",$0,"$41,470",0.0
15660,Josh Hawkins,2018,CB,PHI,"$37,059",$0,"$37,059",0.0
15661,Marcus Smith,2018,DE,WAS,"$46,471",$0,"$37,059",0.0
15662,Tyrell Adams,2018,OLB,HOU,"$37,059",$0,"$37,059",0.0
15663,Aaron Wallace,2018,OLB,DEN,"$37,059",$0,"$37,059",0.0
15664,Destiny Vaeao,2018,DT,NYJ,"$37,059",$0,"$37,059",0.0
15665,Ryan Delaire,2018,DE,SF,"$37,059",$0,"$37,059",0.0
15666,Hunter Sharp,2018,WR,CIN,"$32,647",$0,"$32,647",0.0
15667,LaTroy Lewis,2018,ILB,TEN,"$32,647",$0,"$32,647",0.0
15668,Garrett Gilbert,2018,QB,CAR,"$32,647",$0,"$32,647",0.0
15669,Breon Borders,2018,CB,JAX,"$32,647",$0,"$32,647",0.0
15670,Brandon Thomas,2018,G,JAX,"$32,647",$0,"$32,647",0.0
15671,Max McCaffrey,2018,WR,SF,"$32,647",$0,"$32,647",0.0
15672,Steven Dunbar,2018,WR,SF,"$28,235",$0,"$28,235",0.0
15673,Alex Carter,2018,S,WAS,"$28,235",$0,"$28,235",0.0
15674,J.P. Holtz,2018,TE,WAS,"$28,235",$0,"$28,235",0.0
15675,Andre Chachere,2018,CB,DET,"$28,235",$0,"$28,235",0.0
15676,Mitchell Loewen,2018,TE,DET,"$28,235",$0,"$28,235",0.0
15677,Steven Mitchell,2018,WR,HOU,"$28,235",$0,"$28,235",0.0
15678,Quinton Flowers,2018,RB,CIN,"$28,235",$0,"$28,235",0.0
15679,Kent Perkins,2018,G,CIN,"$28,235",$0,"$28,235",0.0
15680,Alonzo Russell,2018,WR,NYG,"$28,235",$0,"$28,235",0.0
15681,Matt McCrane,2018,K,PIT,"$28,235",$0,"$28,235",0.0
15682,Dorian Johnson,2018,G,CAR,"$28,235",$0,"$28,235",0.0
15683,Dimitri Flowers,2018,FB,JAX,"$28,235",$0,"$28,235",0.0
15684,Tanner Lee,2018,QB,JAX,"$28,235",$0,"$28,235",0.0
15685,Malachi Dupre,2018,WR,ARI,"$28,235",$0,"$28,235",0.0
15686,Pasoni Tasini,2018,DE,ARI,"$28,235",$0,"$28,235",0.0
15687,Horace Richardson,2018,CB,DEN,"$28,235",$0,"$28,235",0.0
15688,Blake Jackson,2018,WR,CLE,"$28,235",$0,"$28,235",0.0
15689,Brandon Bryant,2018,CB,NYJ,"$28,235",$0,"$28,235",0.0
15690,J.J. Jones,2018,WR,NYJ,"$28,235",$0,"$28,235",0.0
15691,Jimmy Williams,2018,WR,DEN,"$480,000","$3,333","$3,333",0.0
15692,Alex Thompson,2018,C,BAL,"$480,000","$1,000","$1,000",0.0
15693,Matthew Stafford,2019,QB,DET,"$13,500,000","$10,000,000","$30,700,000",0.158
15694,Aaron Rodgers,2019,QB,GB,"$1,100,000","$11,500,000","$29,672,000",0.151
15695,Kirk Cousins,2019,QB,MIN,"$27,500,000","$1,000,000","$29,000,000",0.151
15696,Russell Wilson,2019,QB,SEA,"$5,000,000","$19,200,000","$26,286,668",0.134
15697,Ben Roethlisberger,2019,QB,PIT,"$2,500,000","$18,700,000","$26,200,000",0.127
15698,Von Miller,2019,OLB,DEN,"$17,000,000","$3,400,000","$25,125,000",0.129
15699,Eli Manning,2019,QB,NYG,"$11,500,000","$6,200,000","$23,200,000",0.118
15700,Cam Newton,2019,QB,CAR,"$16,200,000","$4,500,000","$23,200,000",0.121
15701,Philip Rivers,2019,QB,LAC/SD,"$11,000,000","$4,500,000","$23,000,000",0.123
15702,Drew Brees,2019,QB,NO,"$6,800,000","$10,500,000","$22,700,000",0.12
15703,Derek Carr,2019,QB,LV/OAK,"$19,900,000","$2,500,000","$22,500,000",0.117
15704,Tom Brady,2019,QB,NE,"$1,750,000","$13,750,000","$21,500,000",0.107
15705,Jameis Winston,2019,QB,TB,"$20,922,000",$0,"$20,922,000",0.107
15706,Marcus Mariota,2019,QB,TEN,"$20,922,000",$0,"$20,922,000",0.096
15707,Alex Smith,2019,QB,WAS,"$15,000,000","$5,400,000","$20,400,000",0.105
15708,Jimmy Garoppolo,2019,QB,SF,"$17,200,000","$1,400,000","$20,000,000",0.087
15709,Melvin Ingram,2019,DE,LAC/SD,"$17,000,000","$2,625,000","$19,625,000",0.105
15710,Sammy Watkins,2019,WR,KC,"$11,950,000","$7,000,000","$19,200,000",0.101
15711,Kyle Fuller,2019,CB,CHI,"$1,000,000","$7,500,000","$18,000,000",0.092
15712,Reshad Jones,2019,SS,MIA,"$13,015,000","$1,840,000","$17,191,250",0.087
15713,Aaron Donald,2019,DT,LAR/STL,"$9,108,000","$8,000,000","$17,108,000",0.09
15714,"Odell Beckham, Jr.",2019,WR,CLE,"$16,750,000",$0,"$17,000,000",0.069
15715,Andrew Whitworth,2019,LT,LAR/STL,"$10,250,000","$1,666,668","$16,659,168",0.088
15716,Andy Dalton,2019,QB,CIN,"$16,000,000",$0,"$16,200,000",0.083
15717,Andrew Norwell,2019,G,JAX,"$13,000,000","$3,000,000","$16,000,000",0.079
15718,Allen Robinson,2019,WR,CHI,"$9,900,000","$2,000,000","$16,000,000",0.082
15719,Terron Armstead,2019,LT,NO,"$10,700,000","$2,200,000","$15,968,750",0.084
15720,Darius Slay,2019,CB,DET,"$12,550,000","$2,900,000","$15,918,750",0.082
15721,Jimmy Smith,2019,CB,BAL,"$9,500,000","$2,600,000","$15,850,685",0.084
15722,Bobby Wagner,2019,ILB,SEA,"$9,500,000","$6,350,000","$15,850,000",0.081
15723,Matt Ryan,2019,QB,ATL,"$2,750,000","$9,300,000","$15,800,000",0.083
15724,Tyron Smith,2019,LT,DAL,"$10,000,000",$0,"$15,545,000",0.077
15725,Russell Okung,2019,LT,LAC/SD,"$13,000,000","$2,500,000","$15,531,250",0.083
15726,Olivier Vernon,2019,DE,CLE,"$15,250,000",$0,"$15,500,000",0.063
15727,A.J. Bouye,2019,CB,JAX,"$13,000,000","$2,000,000","$15,437,500",0.077
15728,Brandin Cooks,2019,WR,LAR/STL,"$1,000,000","$1,400,000","$15,259,000",0.081
15729,Trenton Brown,2019,RT,LV/OAK,"$5,000,000",$0,"$15,250,000",0.079
15730,Mike Evans,2019,WR,TB,"$11,000,000",$0,"$15,200,000",0.078
15731,A.J. Green,2019,WR,CIN,"$11,976,000","$3,000,000","$15,176,000",0.077
15732,J.J. Watt,2019,DE,HOU,"$13,000,000",$0,"$15,000,000",0.07
15733,T.Y. Hilton,2019,WR,IND,"$13,000,000","$2,000,000","$15,000,000",0.063
15734,Cameron Heyward,2019,DT,PIT,"$8,750,000","$2,400,000","$14,901,250",0.072
15735,Chandler Jones,2019,OLB,ARI,"$9,500,000","$3,000,000","$14,833,333",0.077
15736,Geno Atkins,2019,DT,CIN,"$8,000,000","$2,600,000","$14,600,000",0.074
15737,Calais Campbell,2019,DE,JAX,"$12,000,000","$1,500,000","$14,500,000",0.072
15738,Joe Staley,2019,LT,SF,"$7,550,000","$500,000","$14,418,750",0.062
15739,Dee Ford,2019,DE,SF,"$4,750,000","$1,600,000","$14,365,625",0.062
15740,Josh Norman,2019,CB,WAS,"$10,800,000","$3,000,000","$14,237,500",0.074
15741,David Bakhtiari,2019,LT,GB,"$8,500,000","$3,200,000","$14,200,000",0.072
15742,Brandon Williams,2019,DT,BAL,"$9,250,000","$2,500,000","$14,170,000",0.076
15743,Jarvis Landry,2019,WR,CLE,"$12,500,000","$1,500,000","$14,050,000",0.057
15744,DeAndre Hopkins,2019,WR,HOU,"$12,500,000","$1,500,000","$14,000,000",0.065
15745,Zack Martin,2019,G,DAL,"$10,000,000","$4,000,000","$14,000,000",0.07
15746,Justin Houston,2019,DE,IND,"$1,000,000",$0,"$14,000,000",0.059
15747,Richard Sherman,2019,CB,SF,"$7,000,000","$1,000,000","$13,925,000",0.06
15748,Amari Cooper,2019,WR,DAL,"$13,924,000",$0,"$13,924,000",0.069
15749,Desmond Trufant,2019,CB,ATL,"$9,500,000","$3,000,000","$13,900,000",0.073
15750,Ryan Kerrigan,2019,OLB,WAS,"$10,500,000","$3,200,000","$13,887,500",0.072
15751,Danielle Hunter,2019,DE,MIN,"$9,400,000","$3,000,000","$13,500,000",0.07
15752,Devin McCourty,2019,FS,NE,"$9,000,000","$3,000,000","$13,435,000",0.067
15753,Xavier Rhodes,2019,CB,MIN,"$10,400,000","$2,400,000","$13,400,000",0.07
15754,Taylor Lewan,2019,LT,TEN,"$11,088,235","$2,200,000","$13,288,235",0.061
15755,C.J. Mosley,2019,ILB,NYJ,"$1,000,000","$1,500,000","$13,000,000",0.064
15756,Jerry Hughes,2019,DE,BUF,"$6,800,000","$3,500,000","$12,950,000",0.065
15757,Malcolm Butler,2019,CB,TEN,"$10,500,000","$2,000,000","$12,881,250",0.059
15758,Vic Beasley,2019,DE,ATL,"$12,810,000",$0,"$12,810,000",0.068
15759,Jurrell Casey,2019,DT,TEN,"$10,550,000","$1,600,000","$12,687,500",0.058
15760,Jimmy Graham,2019,TE,GB,"$3,450,000","$3,666,666","$12,666,666",0.064
15761,Tony Jefferson,2019,SS,BAL,"$8,000,000","$2,500,000","$12,656,666",0.067
15762,Brandon Scherff,2019,G,WAS,"$12,525,000",$0,"$12,525,000",0.065
15763,Donovan Smith,2019,LT,TB,"$7,000,000",$0,"$12,500,000",0.064
15764,Stefon Diggs,2019,WR,MIN,"$8,900,000","$3,000,000","$12,500,000",0.065
15765,Keenan Allen,2019,WR,LAC/SD,"$10,000,000","$1,900,000","$12,150,000",0.065
15766,Trumaine Johnson,2019,CB,NYJ,"$8,000,000","$4,000,000","$12,000,000",0.059
15767,Nate Solder,2019,LT,NYG,"$5,400,000","$4,000,000","$12,000,000",0.061
15768,Dante Fowler Jr.,2019,OLB,LAR/STL,"$9,000,000",$0,"$12,000,000",0.063
15769,David DeCastro,2019,G,PIT,"$7,070,000","$3,200,000","$11,967,500",0.058
15770,Chris Harris,2019,CB,DEN,"$9,800,000",$0,"$11,916,668",0.061
15771,Fletcher Cox,2019,DT,PHI,"$930,000","$5,200,000","$11,902,000",0.06
15772,Ricky Wagner,2019,RT,DET,"$9,000,000","$2,900,000","$11,900,000",0.061
15773,Khalil Mack,2019,OLB,CHI,"$2,300,000","$6,800,000","$11,900,000",0.061
15774,Nick Foles,2019,QB,JAX,"$5,000,000","$6,250,000","$11,750,000",0.058
15775,Alec Ogletree,2019,ILB,NYG,"$4,000,000",$0,"$11,750,000",0.06
15776,Larry Fitzgerald,2019,WR,ARI,"$11,000,000",$0,"$11,750,000",0.061
15777,Joe Haden,2019,CB,PIT,"$1,200,000","$7,516,668","$11,716,668",0.057
15778,Riley Reiff,2019,LT,MIN,"$9,400,000","$2,200,000","$11,700,000",0.061
15779,Dontari Poe,2019,DT,CAR,"$4,500,000","$3,333,333","$11,683,333",0.061
15780,Star Lotulelei,2019,DT,BUF,"$7,150,000","$2,600,000","$11,500,000",0.057
